rule_id,item_id,canonical_code,basis,source_aliases_json,source_item_ids_json,combination_rule,sign_rule,scale_rule,missing_policy,is_active,valid_from,valid_to
std_instant_1223,1223,total_liab_equity,instant,"[{""alias_code"":""LiabilitiesAndStockholdersEquity"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1301,1301,cash_flow_from_operations,annual,"[{""alias_code"":""NetCashProvidedByUsedInOperatingActivities"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1301,1301,cash_flow_from_operations,ttm,"[{""alias_code"":""NetCashProvidedByUsedInOperatingActivities"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1302,1302,cfo_continuing_ops,annual,"[{""alias_code"":""NetCashProvidedByUsedInOperatingActivitiesContinuingOperations"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1302,1302,cfo_continuing_ops,ttm,"[{""alias_code"":""NetCashProvidedByUsedInOperatingActivitiesContinuingOperations"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1303,1303,cash_flow_from_investing,annual,"[{""alias_code"":""NetCashProvidedByUsedInInvestingActivities"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1303,1303,cash_flow_from_investing,ttm,"[{""alias_code"":""NetCashProvidedByUsedInInvestingActivities"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1304,1304,cash_flow_from_financing,annual,"[{""alias_code"":""NetCashProvidedByUsedInFinancingActivities"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1304,1304,cash_flow_from_financing,ttm,"[{""alias_code"":""NetCashProvidedByUsedInFinancingActivities"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1305,1305,capex__1305,annual,"[{""alias_code"":""PaymentsToAcquirePropertyPlantAndEquipment"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1305,1305,capex__1305,ttm,"[{""alias_code"":""PaymentsToAcquirePropertyPlantAndEquipment"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1306,1306,capex_broader_incl_intangibles,annual,"[{""alias_code"":""PaymentsToAcquireProductiveAssets"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1306,1306,capex_broader_incl_intangibles,ttm,"[{""alias_code"":""PaymentsToAcquireProductiveAssets"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1307,1307,d_and_a_cash_flow,annual,"[{""alias_code"":""DepreciationDepletionAndAmortization"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1307,1307,d_and_a_cash_flow,ttm,"[{""alias_code"":""DepreciationDepletionAndAmortization"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1308,1308,stock_based_compensation,annual,"[{""alias_code"":""ShareBasedCompensation"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1308,1308,stock_based_compensation,ttm,"[{""alias_code"":""ShareBasedCompensation"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1309,1309,acquisitions,annual,"[{""alias_code"":""PaymentsToAcquireBusinessesNetOfCashAcquired"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1309,1309,acquisitions,ttm,"[{""alias_code"":""PaymentsToAcquireBusinessesNetOfCashAcquired"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1310,1310,divestitures,annual,"[{""alias_code"":""ProceedsFromDivestitureOfBusinesses"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1310,1310,divestitures,ttm,"[{""alias_code"":""ProceedsFromDivestitureOfBusinesses"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1311,1311,stock_issuance,annual,"[{""alias_code"":""ProceedsFromIssuanceOfCommonStock"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1311,1311,stock_issuance,ttm,"[{""alias_code"":""ProceedsFromIssuanceOfCommonStock"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1312,1312,stock_repurchases_buybacks,annual,"[{""alias_code"":""PaymentsForRepurchaseOfCommonStock"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1312,1312,stock_repurchases_buybacks,ttm,"[{""alias_code"":""PaymentsForRepurchaseOfCommonStock"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1313,1313,lt_debt_issued,annual,"[{""alias_code"":""ProceedsFromIssuanceOfLongTermDebt"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1313,1313,lt_debt_issued,ttm,"[{""alias_code"":""ProceedsFromIssuanceOfLongTermDebt"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1314,1314,lt_debt_repaid,annual,"[{""alias_code"":""RepaymentsOfLongTermDebt"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1314,1314,lt_debt_repaid,ttm,"[{""alias_code"":""RepaymentsOfLongTermDebt"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1315,1315,net_change_in_debt,annual,[],"[1313,1314]",difference,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1315,1315,net_change_in_debt,ttm,[],"[1313,1314]",difference,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1316,1316,common_dividends_paid,annual,"[{""alias_code"":""PaymentsOfDividendsCommonStock"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1316,1316,common_dividends_paid,ttm,"[{""alias_code"":""PaymentsOfDividendsCommonStock"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1317,1317,preferred_dividends_paid,annual,"[{""alias_code"":""PaymentsOfDividendsPreferredStockAndPreferenceStock"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1317,1317,preferred_dividends_paid,ttm,"[{""alias_code"":""PaymentsOfDividendsPreferredStockAndPreferenceStock"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1318,1318,total_dividends_paid,annual,"[{""alias_code"":""PaymentsOfDividends"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1318,1318,total_dividends_paid,ttm,"[{""alias_code"":""PaymentsOfDividends"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1319,1319,change_in_ar,annual,"[{""alias_code"":""IncreaseDecreaseInAccountsReceivable"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1319,1319,change_in_ar,ttm,"[{""alias_code"":""IncreaseDecreaseInAccountsReceivable"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1320,1320,change_in_inventory,annual,"[{""alias_code"":""IncreaseDecreaseInInventories"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1320,1320,change_in_inventory,ttm,"[{""alias_code"":""IncreaseDecreaseInInventories"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1321,1321,change_in_ap,annual,"[{""alias_code"":""IncreaseDecreaseInAccountsPayable"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1321,1321,change_in_ap,ttm,"[{""alias_code"":""IncreaseDecreaseInAccountsPayable"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1322,1322,change_in_working_capital,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1322,1322,change_in_working_capital,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1323,1323,fx_effect_on_cash,annual,"[{""alias_code"":""EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1323,1323,fx_effect_on_cash,ttm,"[{""alias_code"":""EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1324,1324,net_change_in_cash,annual,"[{""alias_code"":""CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1324,1324,net_change_in_cash,ttm,"[{""alias_code"":""CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1325,1325,free_cash_flow__1325,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1325,1325,free_cash_flow__1325,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1401,1401,book_value_per_share__1401,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1401,1401,book_value_per_share__1401,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1402,1402,tangible_book_value_per_share,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1402,1402,tangible_book_value_per_share,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1403,1403,fcf_per_share__1403,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1403,1403,fcf_per_share__1403,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1404,1404,sales_per_share,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1404,1404,sales_per_share,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1405,1405,cash_per_share,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1405,1405,cash_per_share,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1406,1406,dividend_yield,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1406,1406,dividend_yield,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1407,1407,p_e,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1407,1407,p_e,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1408,1408,p_b,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1408,1408,p_b,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1409,1409,p_s,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1409,1409,p_s,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1410,1410,enterprise_value,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1411,1411,ev_ebitda,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1411,1411,ev_ebitda,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1412,1412,ev_sales,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1412,1412,ev_sales,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1413,1413,market_cap,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1414,1414,gross_margin__1414,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1414,1414,gross_margin__1414,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1415,1415,operating_margin__1415,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1415,1415,operating_margin__1415,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1416,1416,ebitda_margin,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1416,1416,ebitda_margin,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1417,1417,net_margin,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1417,1417,net_margin,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1418,1418,roa,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1418,1418,roa,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1419,1419,roe,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1419,1419,roe,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1420,1420,roic,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1420,1420,roic,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1421,1421,current_ratio,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1421,1421,current_ratio,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1422,1422,debt_equity,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1422,1422,debt_equity,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1423,1423,interest_coverage,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1423,1423,interest_coverage,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1424,1424,dso_days,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1424,1424,dso_days,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1425,1425,dio_days,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1425,1425,dio_days,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1426,1426,dpo_days,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1426,1426,dpo_days,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1427,1427,cash_conversion_cycle,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1427,1427,cash_conversion_cycle,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1501,1501,net_interest_income,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1501,1501,net_interest_income,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1502,1502,net_interest_margin,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1502,1502,net_interest_margin,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1503,1503,interest_income_total,annual,"[{""alias_code"":""InterestAndDividendIncomeOperating"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1503,1503,interest_income_total,ttm,"[{""alias_code"":""InterestAndDividendIncomeOperating"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1504,1504,interest_expense_bank,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1504,1504,interest_expense_bank,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1505,1505,provision_for_loan_losses,annual,"[{""alias_code"":""ProvisionForLoanAndLeaseLosses"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1505,1505,provision_for_loan_losses,ttm,"[{""alias_code"":""ProvisionForLoanAndLeaseLosses"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1506,1506,allowance_for_loan_and_lease_losses,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1506,1506,allowance_for_loan_and_lease_losses,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1507,1507,non_performing_loans,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1507,1507,non_performing_loans,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1508,1508,net_charge_offs,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1508,1508,net_charge_offs,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1509,1509,total_loans,annual,"[{""alias_code"":""LoansAndLeasesReceivableNetReportedAmount"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1509,1509,total_loans,ttm,"[{""alias_code"":""LoansAndLeasesReceivableNetReportedAmount"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1510,1510,total_deposits,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1510,1510,total_deposits,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1511,1511,tier_1_capital,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1511,1511,tier_1_capital,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1512,1512,tier_1_capital_ratio,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1513,1513,cet1_common_equity_tier_1,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1513,1513,cet1_common_equity_tier_1,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1514,1514,risk_weighted_assets,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1514,1514,risk_weighted_assets,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1515,1515,efficiency_ratio,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1515,1515,efficiency_ratio,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1601,1601,premiums_earned,annual,"[{""alias_code"":""PremiumsEarnedNet"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1601,1601,premiums_earned,ttm,"[{""alias_code"":""PremiumsEarnedNet"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1602,1602,premiums_written,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1602,1602,premiums_written,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1603,1603,loss_reserves,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1603,1603,loss_reserves,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1604,1604,insurance_benefits_paid,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1604,1604,insurance_benefits_paid,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1605,1605,unpaid_claim_liability,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1605,1605,unpaid_claim_liability,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1606,1606,loss_ratio,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1606,1606,loss_ratio,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1607,1607,expense_ratio,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1607,1607,expense_ratio,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1608,1608,combined_ratio,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1608,1608,combined_ratio,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1609,1609,investment_portfolio,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1609,1609,investment_portfolio,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1610,1610,insurance_float,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1610,1610,insurance_float,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1701,1701,funds_from_operations_ffo,annual,"[{""alias_code"":""FundsFromOperations"",""alias_scheme"":""nareit"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1701,1701,funds_from_operations_ffo,ttm,"[{""alias_code"":""FundsFromOperations"",""alias_scheme"":""nareit"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1702,1702,ffo_per_share,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1702,1702,ffo_per_share,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1703,1703,adjusted_ffo_affo,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1703,1703,adjusted_ffo_affo,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1704,1704,affo_per_share,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1704,1704,affo_per_share,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1705,1705,net_operating_income_noi,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1705,1705,net_operating_income_noi,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1706,1706,same_store_noi,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1706,1706,same_store_noi,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1707,1707,occupancy_rate,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1708,1708,rent_per_square_foot,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1708,1708,rent_per_square_foot,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1709,1709,gross_leasable_area,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1710,1710,net_asset_value_per_share,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1710,1710,net_asset_value_per_share,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1711,1711,capitalisation_rate,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1711,1711,capitalisation_rate,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1712,1712,ffo_payout_ratio,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1712,1712,ffo_payout_ratio,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
